order	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
o_Sphaerochaetales	0	120.4692	0	0	24.1105	0	0	0	0	0	0	0	0	115.413	22.5676	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Sphaerochaetales
o_Puniceispirillales	0	0	0	0	0	55.6046	211.0772	0	0	0	0	11.6114	0	0	1.0141	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales
o_Spirochaetales A	0	0	0	30.2033	0	26.1525	0	0	0	0	0	0	0	214.7612	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Spirochaetales A
o_GCA-2729495	23.7003	0	185.7148	0	0	0	28.8999	4.7368	11.9421	0	0	15.2911	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_GCA-2729495
o_UMGS1840	0	0	0	0	35.6976	57.764	0	0	30.2031	0	0	0	0	142.3054	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UMGS1840
o_DTOW01	0	0	80.8108	30.6069	32.7559	0	33.5342	0	0	0	0	0	0	87.0524	0	d_Bacteria;p_Spirochaetota;c_Brevinematia;o_DTOW01
o_GCA-2716485	0	0	0	0	36.7685	0	150.5684	0	62.2185	0	0	0	0	0	0	d_Bacteria;p_Margulisbacteria;c_Marinamargulisbacteria;o_GCA-2716485
o_NMUJ01	0	0	53.5163	30.4037	0	78.9782	0	0	0	0	0	0	0	86.4747	0	d_Bacteria;p_WOR-3;c_UBA3073;o_NMUJ01
o_CAIXZC01	0	0	71.1452	0	0	0	177.1393	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_CAIXZC01
o_JAEULF01	0	0	0	63.9186	0	0	70.0318	0	57.8776	0	0	0	0	45.4495	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_JAEULF01
o_SLAD01	0	0	0	0	0	0	0	0	0	0	0	0	0	235.8671	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_SLAD01
o_GBS-1	14.9159	122.0701	20.0908	0	0	0	50.0227	0	20.6706	7.0926	0	0.8401	0	0	0	d_Bacteria;p_Synergistota;c_GBS-1;o_GBS-1
o_UBA3505	0	82.7547	0	0	0	0	152.6031	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA3505
o_Silvanigrellales	0	0	0	0	0	22.5795	25.7823	0	0	0	11.8811	2.9234	14.6725	151.5753	2.1902	d_Bacteria;p_Bdellovibrionota;c_Oligoflexia;o_Silvanigrellales
o_Abditibacteriales	0	0	0	0	0	227.7393	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_Abditibacteria;o_Abditibacteriales
o_GCA-2401425	0	0	0	0	0	0	31.4339	0	0	0	0	0	0	183.6007	0	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_GCA-2401425
o_Thiotrichales	0	0	0	0	0	0	0	0	148.848	61.288	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales
o_UBA5377	80.4122	16.7433	49.978	0	0	0	20.5835	0	37.1454	2.9185	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_UBA5377;o_UBA5377
o_IMCC26256	162.5224	0	0	0	0	0	0	0	0	38.6401	0	4.5768	0	0	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_IMCC26256
o_JADFXK01	0	0	26.7581	121.615	0	52.6521	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_JADFXK01;o_JADFXK01
o_Thermobaculales	0	0	68.4604	0	13.8749	44.9033	0	0	70.436	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Thermobaculales
o_WYAZ01	0	0	0	0	87.753	0	71.8704	5.0477	0	0	0	1.207	0	23.3213	0.3162	d_Bacteria;p_Myxococcota;c_WYAZ01;o_WYAZ01
o_Ch115	0	0	0	0	0	0	0	0	0	0	6.132	182.2596	0	0	0	d_Bacteria;p_Firmicutes G;c_SHA-98;o_Ch115
o_Rokubacteriales	0	0	28.4581	0	0	0	35.4279	0	43.9189	70.3249	0	0	0	0	8.2815	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Rokubacteriales
o_MPNO01	0	182.1219	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_MPNO01
o_4572-78	0	0	0	0	0	0	0	0	181.6597	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_4572-78
o_Unclassified_p_Firmicutes B	0	0	0	0	0	0	0	115.9914	0	0	9.6521	2.0058	34.9981	17.3564	0.3321	d_Bacteria;p_Firmicutes B;c_Unclassified_p_Firmicutes B;o_Unclassified_p_Firmicutes B
o_MWEM01	0	0	0	0	0	0	0	0	0	0	176.1167	3.2912	0	0	0	d_Bacteria;p_Thermotogota;c_Thermotogae;o_MWEM01
o_JAAYEA01	102.9743	0	0	0	0	54.5843	0	19.4034	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_JAAYEA01
o_Tistrellales	0	0	0	0	0	0	0	0	0	0	0	0.5145	3.443	0	164.0632	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Tistrellales
o_UBA4664	0	0	0	0	149.139	0	0	0	0	0	0	2.367	0	15.2444	0.4134	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_UBA4664
o_UBA1406	0	0	0	0	0	159.3667	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1406
o_Acidoferrales	0	158.0348	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidoferrales
o_UBA7976	0	0	79.5702	0	0	78.2854	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_UBA7976
o_2-01-FULL-45-10	0	157.5267	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_2-01-FULL-45-10
o_2-12-FULL-45-22	0	0	59.5797	0	0	0	0	0	0	0	0	0	0	96.2723	0	d_Bacteria;p_Nitrospinota B;c_2-12-FULL-45-22;o_2-12-FULL-45-22
o_CAIMUX01	0	0	150.5561	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Eisenbacteria;c_RBG-16-71-46;o_CAIMUX01
o_Syntrophobacterales	0	0	0	0	0	0	0	0	148.5814	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Syntrophobacteria;o_Syntrophobacterales
o_Unclassified_c_Thermoleophilia	0	0	0	0	77.0021	0	0	0	0	0	0	0	17.7196	51.1604	0	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Unclassified_c_Thermoleophilia
o_JAFGHX01	0	0	0	71.3278	0	0	52.0998	0	21.5289	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_JAFGHX01
o_16-39-46	23.1427	0	0	0	113.717	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_16-39-46
o_Propionisporales	4.2678	0	18.5217	0	0	0	0	78.4067	0	4.0587	19.3746	0.7745	9.6515	0	0.9586	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Propionisporales
o_UBA6911	0	0	0	0	0	50.4211	0	0	0	0	0	0	0	82.8105	0	d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911
o_Ferrovibrionales	0	0	0	0	0	0	45.7655	0	0	0	0	0	0	29.701	54.9215	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Ferrovibrionales
o_DY22613	0	0	0	0	57.2272	0	0	0	72.6286	0	0	0	0	0	0	d_Bacteria;p_Firmicutes F;c_Halanaerobiia;o_DY22613
o_Thermotogales	0	0	0	0	0	0	0	0	0	0	116.3125	10.9042	0	0	0	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Thermotogales
o_RBG-16-71-46	0	0	0	0	36.9533	0	0	0	0	85.8237	0	0	0	0	0.3329	d_Bacteria;p_Eisenbacteria;c_RBG-16-71-46;o_RBG-16-71-46
o_Geothermincolales	0	0	0	0	0	0	0	0	21.235	0	0	0	0	100.0509	0	d_Bacteria;p_Actinobacteriota;c_Geothermincolia;o_Geothermincolales
o_UBA6186	0	0	0	0	0	0	0	0	118.286	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA6186
o_Alicyclobacillales	0	0	0	0	0	0	0	0	0	0	57.0662	0	57.8312	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Alicyclobacillales
o_UBA8248	0	0	0	0	0	0	0	0	114.7472	0	0	0	0	0	0	d_Bacteria;p_UBA8248;c_UBA8248;o_UBA8248
o_UBA2968	9.5525	0	0	0	62.5847	0	0	0	0	0	0	0	0	41.5814	0	d_Bacteria;p_Latescibacterota;c_UBA2968;o_UBA2968
o_Ch128b	0	0	0	0	0	0	55.9734	14.1233	0	0	2.5736	1.6886	0	36.3258	0.2212	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_Ch128b
o_KS3-K002	43.4836	0	0	0	35.6111	0	0	0	0	0	0	0	0	23.6601	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_KS3-K002
o_Acidiferrobacterales	25.2229	0	0	0	41.3129	33.4252	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Acidiferrobacterales
o_CACIAM-22H2	0	0	0	0	0	0	0	0	0	0	0	61.6375	0	0	35.6912	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_CACIAM-22H2
o_Tepidiformales	0	0	0	0	16.8277	0	0	0	0	19.5411	0	0	0	59.9487	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Tepidiformales
o_D8A-2	0	0	0	0	0	0	0	2.1256	0	0	0	0	9.8326	0	84.2726	d_Bacteria;p_Firmicutes E;c_DTU015;o_D8A-2
o_Dormibacterales	0	0	0	0	54.6743	0	0	0	0	0	0	3.341	0	0	37.8585	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_Dormibacterales
o_DG-27	0	0	0	0	0	0	0	0	0	0	0	0	0	90.8989	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_DG-27
o_Aneurinibacillales	0	0	0	0	0	0	0	86.3253	0	0	0	1.5482	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Aneurinibacillales
o_Palsa-1439	0	0	0	0	0	0	0	0	87.6316	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Palsa-1439
o_DTU010	0	0	0	0	0	0	0	20.2389	0	61.288	0	0	0	0	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_DTU010
o_DSM-27196	0	0	0	0	81.4063	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_DSM-27196
o_UBA8260	0	0	0	0	0	0	58.5869	0	0	0	0	0	0	0	21.0035	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_UBA8260
o_ATCC43930	0	0	0	0	0	0	23.7116	0	0	6.724	0	44.021	0	0	0.4999	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_ATCC43930
o_UBA10025	36.8007	0	0	0	0	0	0	0	0	0	4.212	0	27.7414	0	1.0861	d_Bacteria;p_Patescibacteria;c_ABY1;o_UBA10025
o_NPL-UPA2	0	0	0	0	0	37.5375	0	0	0	0	0	0	0	30.8254	0	d_Bacteria;p_NPL-UPA2;c_NPL-UPA2;o_NPL-UPA2
o_Proteinivoracales	0	0	0	0	0	22.0768	0	0	46.1733	0	0	0	0	0	0	d_Bacteria;p_Firmicutes D;c_Proteinivoracia;o_Proteinivoracales
o_Desulfobaccales	0	0	67.568	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobaccia;o_Desulfobaccales
o_Gp22-AA2	0	0	32.866	0	0	0	0	0	33.8144	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Mor1;o_Gp22-AA2
o_UBA1369	0	0	0	0	0	0	0	0	0	0	0	2.8735	57.6895	0	6.0229	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_UBA1369
o_UBA2242	0	0	0	0	0	0	66.3297	0	0	0	0	0	0	0	0	d_Bacteria;p_Marinisomatota;c_UBA2242;o_UBA2242
o_UBA2241	0	0	0	0	0	0	0	0	47.9834	0	0	0	0	0	9.5376	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_UBA2241
o_CPR3	0	36.5058	0	0	0	0	0	0	0	19.0897	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_CPR3;o_CPR3
o_J045	0	0	0	0	0	0	0	0	0	55.451	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Mor1;o_J045
o_Unclassified_c_Negativicutes	0	0	0	0	0	0	22.676	1.5926	0	0	15.4777	4.9508	2.5485	7.3582	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Unclassified_c_Negativicutes
o_Kiritimatiellales	7.3122	0	0	0	23.9534	0	0	0	0	0	0	18.9447	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_Kiritimatiellales
o_JACPTQ01	10.564	0	0	0	0	0	0	0	0	0	0	0	31.8536	0	7.1708	d_Bacteria;p_Myxococcota;c_JACPTQ01;o_JACPTQ01
o_Aerophobales	0	0	0	0	48.3796	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Aerophobota;c_Aerophobia;o_Aerophobales
o_Dongiales	0	0	0	0	0	0	0	0	0	0	0	46.6626	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Dongiales
o_UBA4971	10.6391	0	0	0	0	0	35.6797	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes G;c_SHA-98;o_UBA4971
o_UBA1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.1074	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_UBA1565
o_JADFCT01	0	0	0	0	13.6432	0	27.9348	0	0	0	0	0	0	0	0	d_Bacteria;p_Sumerlaeota;c_Sumerlaeia;o_JADFCT01
o_Unclassified_c_Marinisomatia	35.3518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_Unclassified_c_Marinisomatia
o_JAFGEY01	0	0	0	0	0	0	0	10.8907	0	0	14.2886	1.5625	6.9711	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_JAFGEY01
o_Acidaminococcales	0	0	0	0	0	0	0	0	0	0	0	0	26.6492	0	6.7817	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Acidaminococcales
o_Granulosicoccales	0	0	0	0	0	0	0	0	0	0	0	32.2611	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Granulosicoccales
o_Caldicellulosiruptorales	0	0	0	0	0	0	0	0	0	0	24.1043	3.7742	0	0	4.0459	d_Bacteria;p_Firmicutes A;c_Thermoanaerobacteria;o_Caldicellulosiruptorales
o_Acidothermales	0	0	0	0	0	0	0	0	10.6538	0	0	4.33	5.7953	0	10.2101	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Acidothermales
o_Chrysiogenales	0	0	0	0	0	0	26.4619	0	0	0	0	0	0	0	3.2602	d_Bacteria;p_Chrysiogenota;c_Chrysiogenetes;o_Chrysiogenales
o_UBA6615	0	0	0	0	0	0	0	0	0	0	0	1.6538	12.6877	0	13.4301	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA6615
o_SHWA01	0	0	0	0	0	0	26.6022	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SHWA01
o_J137	0	0	0	0	0	0	0	0	0	0	0	25.3254	0	0	0.6032	d_Bacteria;p_Patescibacteria;c_Dojkabacteria;o_J137
o_Petrotogales	0	0	0	0	0	0	0	0	0	0	0	1.0625	14.2204	0	5.5535	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Petrotogales
o_Endomicrobiales	0	0	0	0	0	0	0	3.8407	0	0	14.6195	0	0	0	0	d_Bacteria;p_Elusimicrobiota;c_Endomicrobia;o_Endomicrobiales
o_UBA5794	0	0	0	0	0	0	0	0	0	0	0	0.4835	0	0	16.1665	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_UBA5794
o_Leptospirillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0987	d_Bacteria;p_Nitrospirota A;c_Leptospirillia;o_Leptospirillales
o_UBA6077	0	0	0	0	0	0	0	0	0	0	0	0	4.5736	0	8.774	d_Bacteria;p_Chloroflexota;c_UBA6077;o_UBA6077
o_UBA2963	0	0	0	0	0	0	0	0	12.8285	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA2963
o_21-64-14	0	0	0	0	0	0	0	0	0	0	0	11.9895	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_21-64-14
o_Thermoanaerobaculales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9659	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Thermoanaerobaculales
o_Veillonellales	0	0	0	0	0	0	0	0	0	0	0	1.9013	0	0	8.5964	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Veillonellales
o_UBA4068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2139	d_Bacteria;p_Firmicutes B;c_Dehalobacteriia;o_UBA4068
o_Sporomusales	0	0	0	0	0	0	0	0	0	0	0	8.0459	0	0	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Sporomusales
o_DRI-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0249	d_Bacteria;p_Firmicutes B;c_Peptococcia;o_DRI-13
o_Thermosediminibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6255	d_Bacteria;p_Firmicutes A;c_Thermosediminibacteria;o_Thermosediminibacterales
o_Baltobacterales	0	0	0	0	0	0	0	0	0	0	0	6.4289	0	0	0	d_Bacteria;p_Eremiobacterota;c_Eremiobacteria;o_Baltobacterales
o_Unclassified_c_Elusimicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3349	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Unclassified_c_Elusimicrobia
o_Gp7-AA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2535	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Gp7-AA8
o_UBA11654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7864	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA11654
o_Piscirickettsiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5052	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Piscirickettsiales
o_SMXS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4917	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SMXS01
o_Izemoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4844	d_Bacteria;p_Firmicutes;c_Bacilli;o_Izemoplasmatales
o_Bin65	0	0	0	0	0	0	0	0	0	0	0	3.1315	0	0	0.4102	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Bin65
o_DSM-16000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3016	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_DSM-16000
o_Unclassified_p_Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.292	d_Bacteria;p_Desulfobacterota;c_Unclassified_p_Desulfobacterota;o_Unclassified_p_Desulfobacterota
o_Unclassified_c_Halanaerobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2842	d_Bacteria;p_Firmicutes F;c_Halanaerobiia;o_Unclassified_c_Halanaerobiia
o_Ch29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2672	d_Bacteria;p_Firmicutes A;c_Ch29;o_Ch29
o_Caldicoprobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1021	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Caldicoprobacterales
o_TC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9665	d_Bacteria;p_Firmicutes B;c_TC1;o_TC1
o_DUMP01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2207	d_Bacteria;p_DTU030;c_DTU030;o_DUMP01
